Map,agent,final_timestep,initial_rsl21,final_rsl21,final_alive,total_health,transport_rate,road_clear_rate,buried_rescue_rate,dist_per_rescue,dist_per_transport,total_buried_time
italy54_2,distributed,300.0,336.0,125.98,85.42,83.53,76.92,56.34,22.81,131911912.39,455451723.81,43907.0
italy54_2,concentration2_cluster_9_group_none,300.0,336.0,128.22,85.42,83.89,61.54,58.99,22.81,127952332.81,538102826.97,44078.0
netherlands04_20,distributed,300.0,342.0,95.28,80.41,78.8,57.14,45.06,9.46,172644725.4,630477984.36,63370.0
netherlands04_20,concentration2_cluster_9_group_none,300.0,342.0,95.17,80.41,78.78,72.73,43.88,14.86,107016507.16,308543828.87,61782.0
america52_17,distributed,300.0,375.0,172.74,88.8,86.87,90.0,49.56,20.0,122889073.99,450041533.92,40483.0
america52_17,concentration2_cluster_9_group_none,300.0,375.0,174.38,89.07,87.0,81.82,52.41,22.0,93397958.6,463908302.52,39273.0
bolivia01_25,distributed,300.0,243.0,105.62,87.65,85.97,60.0,45.79,14.71,59771018.02,422730422.72,28175.0
bolivia01_25,concentration2_cluster_9_group_none,300.0,243.0,106.3,87.65,86.1,100.0,48.22,11.76,64762894.62,377357646.43,28839.0
indonesia80_26,distributed,300.0,344.0,105.5,81.4,80.48,83.33,51.83,8.82,95022490.67,310123278.44,58034.0
indonesia80_26,concentration2_cluster_9_group_none,300.0,344.0,105.5,81.4,80.48,100.0,51.64,10.29,73805488.06,247660844.0,57757.0
chile03_18,distributed,300.0,319.0,145.98,88.09,86.9,90.0,53.32,24.39,114881575.17,374868303.66,31204.0
chile03_18,concentration2_cluster_9_group_none,300.0,319.0,145.98,88.09,86.9,61.11,51.15,43.9,51866956.49,352008117.84,29297.0
singapore20_18,distributed,300.0,208.0,90.38,87.02,86.11,100.0,45.48,6.9,219526603.29,655091268.62,25281.0
singapore20_18,concentration2_cluster_9_group_none,300.0,208.0,90.38,87.02,86.11,100.0,42.47,13.79,91993943.08,566162154.6,24409.0
turkey33_3,distributed,300.0,267.0,139.14,90.26,89.01,64.29,84.07,46.67,69055877.84,495776671.37,19870.0
turkey33_3,concentration2_cluster_9_group_none,300.0,267.0,135.77,89.51,88.69,62.5,87.36,26.67,126204845.61,661656125.97,22957.0
slovenia10_12,distributed,300.0,201.0,90.15,87.56,86.62,50.0,36.76,7.41,118019316.02,963336787.9,23182.0
slovenia10_12,concentration2_cluster_9_group_none,300.0,201.0,90.15,87.56,86.62,100.0,37.12,3.7,250782761.7,1323346847.9,23759.0
serbia02_11,distributed,300.0,240.0,61.19,78.33,77.55,0.0,42.07,1.89,413693957.53,984776307.1,47056.0
serbia02_11,concentration2_cluster_9_group_none,300.0,240.0,61.19,78.33,77.55,0.0,43.6,5.66,162226002.85,1414874108.16,46262.0
chile01_24,distributed,300.0,375.0,150.44,85.6,84.84,60.0,73.32,28.85,69552038.99,570332928.01,40390.0
chile01_24,concentration2_cluster_9_group_none,300.0,375.0,149.8,85.33,84.82,92.86,73.1,26.92,67332351.48,437614404.6,39323.0
new-zealand20_17,distributed,300.0,330.0,159.1,89.09,87.72,64.29,86.42,33.33,78163905.66,717471157.35,31234.0
new-zealand20_17,concentration2_cluster_9_group_none,300.0,330.0,165.57,90.3,88.25,84.62,82.47,30.95,83697065.44,571358230.48,31559.0
turkey18_13,distributed,300.0,253.0,114.56,88.54,86.59,50.0,57.33,22.86,98402061.45,863389969.6,27954.0
turkey18_13,concentration2_cluster_9_group_none,300.0,253.0,111.54,87.75,86.23,50.0,53.85,11.43,178671884.35,966569858.53,29833.0
austria37_16,distributed,300.0,334.0,115.45,84.43,82.14,64.71,89.03,27.87,105516780.6,469870969.02,46322.0
austria37_16,concentration2_cluster_9_group_none,300.0,334.0,111.16,83.23,81.67,42.86,86.4,34.43,77384949.69,657018893.76,45934.0
belize04,distributed,300.0,338.0,114.07,82.54,82.11,75.0,60.95,14.55,121918153.27,310605936.88,45248.0
belize04,concentration2_cluster_9_group_none,300.0,338.0,118.86,83.73,82.65,91.67,61.15,21.82,74146048.77,231654949.15,43597.0
ishikawa_13,distributed,300.0,310.0,94.96,80.97,80.56,0.0,35.94,1.75,363755620.24,0.0,50651.0
ishikawa_13,concentration2_cluster_9_group_none,300.0,310.0,94.96,80.97,80.56,100.0,38.57,3.51,173724152.11,650090517.41,50242.0
canada33_17,distributed,300.0,237.0,85.34,84.81,82.87,60.0,60.91,22.73,83246203.75,530437362.3,35038.0
canada33_17,concentration2_cluster_9_group_none,300.0,237.0,87.35,85.23,83.23,88.89,62.32,20.45,103840209.51,423382285.07,35570.0
turkey18_3,distributed,300.0,253.0,127.21,89.72,88.42,55.56,69.12,30.0,88811281.75,493199063.45,22908.0
turkey18_3,concentration2_cluster_9_group_none,300.0,253.0,126.26,89.72,88.27,81.82,68.56,36.67,66986280.62,343774046.85,22888.0
turkey13_8,concentration2_cluster_9_group_none,300.0,254.0,132.08,90.16,88.99,75.0,73.62,29.63,66855633.11,587210447.32,19696.0
turkey13_8,distributed,300.0,254.0,131.01,89.76,88.92,100.0,69.1,18.52,109797299.86,567629265.45,21562.0
ukraine12_28,distributed,300.0,255.0,74.6,81.18,79.59,88.89,59.25,18.75,104521730.76,200822913.82,37926.0
ukraine12_28,concentration2_cluster_9_group_none,300.0,255.0,79.45,82.35,80.56,70.0,55.76,20.83,89133352.15,201548583.04,38171.0
netherlands04_24,distributed,300.0,342.0,88.81,78.65,77.84,71.43,39.45,9.33,137836673.79,546301747.36,63944.0
netherlands04_24,concentration2_cluster_9_group_none,300.0,342.0,88.86,78.65,77.85,87.5,39.63,10.67,100835595.67,534025154.5,63565.0
myanmar14_29,distributed,300.0,241.0,61.8,78.84,77.54,100.0,29.41,3.85,100873497.83,259303684.53,45635.0
myanmar14_29,concentration2_cluster_9_group_none,300.0,241.0,61.8,78.84,77.54,50.0,30.51,3.85,84804458.14,672996142.74,45365.0
belgium04_21,distributed,300.0,326.0,101.98,81.6,80.83,80.0,28.41,8.33,111885697.64,403353198.69,51910.0
belgium04_21,concentration2_cluster_9_group_none,300.0,326.0,103.58,82.21,80.99,100.0,27.97,10.0,93745136.08,316961219.93,51234.0
peru19_5,distributed,300.0,331.0,130.03,85.2,84.52,85.71,52.5,13.46,138153512.28,701071219.42,43086.0
peru19_5,concentration2_cluster_9_group_none,300.0,331.0,136.18,86.71,85.09,84.62,52.26,25.0,63546355.75,361386806.59,41250.0
canada34_19,distributed,300.0,279.0,79.31,80.65,79.15,87.5,61.45,13.56,173245060.54,397571835.5,49491.0
canada34_19,concentration2_cluster_9_group_none,300.0,279.0,78.6,80.65,78.97,66.67,53.29,10.17,240136924.11,740530738.57,49757.0
turkey18_21,distributed,300.0,253.0,76.51,80.63,80.39,55.56,78.56,18.37,90890934.89,927521151.82,39802.0
turkey18_21,concentration2_cluster_9_group_none,300.0,253.0,76.71,81.42,80.24,87.5,68.45,16.33,97032862.45,544717609.43,40535.0
serbia02_19,distributed,300.0,240.0,90.33,84.17,83.9,50.0,36.14,15.79,54618339.83,400826343.68,31835.0
serbia02_19,concentration2_cluster_9_group_none,300.0,240.0,90.33,84.17,83.9,100.0,35.34,5.26,182942967.37,489955747.73,33426.0
indonesia43_24,distributed,300.0,344.0,96.12,79.94,78.98,33.33,66.82,8.7,107280623.28,1024292978.66,60273.0
indonesia43_24,concentration2_cluster_9_group_none,300.0,344.0,96.3,79.94,79.01,78.57,58.51,20.29,35723390.41,316799269.91,56719.0
bolivia01_18,distributed,300.0,243.0,115.6,88.89,87.5,66.67,57.61,18.75,54572487.01,441304139.49,25694.0
bolivia01_18,concentration2_cluster_9_group_none,300.0,243.0,116.31,88.89,87.62,87.5,53.73,25.0,42600890.98,242109061.15,24213.0
america52_9,distributed,300.0,375.0,137.17,84.0,83.37,28.57,50.51,11.67,140131035.59,2817227952.84,51161.0
america52_9,concentration2_cluster_9_group_none,300.0,375.0,135.78,83.73,83.23,33.33,52.03,5.0,361928204.3,5265038056.25,52296.0
america04_11,distributed,300.0,290.0,101.91,83.79,82.62,81.82,42.22,22.45,104262902.78,292577375.84,38909.0
america04_11,concentration2_cluster_9_group_none,300.0,290.0,101.49,83.45,82.62,88.89,40.43,18.37,116665262.34,377079378.05,39511.0
serbia02_22,distributed,300.0,240.0,100.09,86.25,85.47,66.67,30.32,8.33,93753302.11,437087422.49,30705.0
serbia02_22,concentration2_cluster_9_group_none,300.0,240.0,100.09,86.25,85.47,33.33,28.39,8.33,85088018.73,1168164854.05,30738.0
germany08_23,distributed,300.0,269.0,113.84,87.73,85.42,76.92,71.84,30.95,81072858.11,468844956.27,31391.0
germany08_23,concentration2_cluster_9_group_none,300.0,269.0,114.79,88.1,85.5,42.86,70.68,50.0,41861902.6,577174904.79,28002.0
ejypt04_13,concentration2_cluster_9_group_none,300.0,250.0,61.08,78.8,76.58,58.33,50.21,20.69,69105853.18,409168573.33,47401.0
ejypt04_13,distributed,300.0,250.0,56.23,76.4,75.54,75.0,60.25,20.69,81694859.18,260347316.44,46888.0
peru17_5,distributed,300.0,334.0,210.87,94.01,92.04,46.67,87.07,57.69,67259986.69,1041803287.43,15734.0
peru17_5,concentration2_cluster_9_group_none,300.0,334.0,214.28,94.31,92.29,61.54,94.47,50.0,74847309.14,849414626.37,17197.0
china19_10,distributed,300.0,276.0,162.26,93.12,90.8,77.78,95.23,60.0,50362131.94,497803691.04,18822.0
china19_10,concentration2_cluster_9_group_none,300.0,276.0,171.02,93.84,91.7,82.35,97.86,56.67,47271903.49,479656622.27,18472.0
india10_25,distributed,300.0,247.0,69.79,80.16,79.14,100.0,33.92,2.04,352171910.08,777426198.55,43650.0
india10_25,concentration2_cluster_9_group_none,300.0,247.0,69.79,80.16,79.14,100.0,33.03,2.04,343867768.57,705040112.84,43707.0
venezuela02_4,distributed,300.0,295.0,184.74,93.56,91.97,90.91,69.74,37.93,81266916.5,631164782.37,20019.0
venezuela02_4,concentration2_cluster_9_group_none,300.0,295.0,184.05,93.56,91.9,100.0,66.72,34.48,81648832.29,633062583.68,20419.0
serbia04_1,distributed,300.0,251.0,85.81,84.06,82.0,50.0,67.62,25.53,73452685.0,454317521.85,38159.0
serbia04_1,concentration2_cluster_9_group_none,300.0,251.0,87.69,84.86,82.25,91.67,63.66,25.53,71230240.51,266763061.11,37634.0
spain07_22,concentration2_cluster_9_group_none,300.0,364.0,140.28,84.62,84.27,77.78,50.64,16.36,79137294.88,630080737.52,44917.0
spain07_22,distributed,300.0,364.0,142.87,85.44,84.44,50.0,55.11,29.09,39559024.99,500365509.81,42207.0
eritrea02_21,distributed,300.0,195.0,59.24,81.03,80.38,57.14,77.77,18.92,83448555.04,463173477.43,30285.0
eritrea02_21,concentration2_cluster_9_group_none,300.0,195.0,61.81,82.05,80.98,60.0,74.11,13.51,149475062.13,522356640.21,30653.0
ecuador01_1,distributed,300.0,325.0,188.26,92.62,90.61,76.47,95.21,50.0,65385037.42,373064871.13,23627.0
ecuador01_1,concentration2_cluster_9_group_none,300.0,325.0,193.26,92.92,91.07,85.71,81.78,41.18,74243811.67,473218383.61,23396.0
new-zealand20_7,distributed,300.0,330.0,155.95,89.39,87.25,62.5,81.57,36.36,73080510.04,624215782.02,31915.0
new-zealand20_7,concentration2_cluster_9_group_none,300.0,330.0,155.07,89.39,87.14,58.82,80.84,38.64,67115436.17,568075440.4,31320.0
indonesia63_7,distributed,300.0,340.0,88.77,78.53,77.98,50.0,37.14,2.74,116327595.85,598923619.46,64490.0
indonesia63_7,concentration2_cluster_9_group_none,300.0,340.0,88.77,78.53,77.98,50.0,37.38,2.74,91630252.16,738515063.01,64817.0
mongolia05_8,distributed,300.0,250.0,129.52,90.0,88.96,80.0,78.4,55.56,53794901.92,545253991.18,15714.0
mongolia05_8,concentration2_cluster_9_group_none,300.0,250.0,133.44,90.8,89.37,62.5,91.18,59.26,56337685.0,507801991.93,16055.0
peru13_8,distributed,300.0,319.0,125.82,85.58,84.51,72.73,70.4,22.45,99970319.95,620833737.05,37952.0
peru13_8,concentration2_cluster_9_group_none,300.0,319.0,126.0,85.58,84.54,90.0,63.96,20.41,137921500.73,643440709.66,39339.0
bolivia01_15,distributed,300.0,243.0,112.68,88.48,87.08,66.67,61.15,9.09,105054987.81,660221285.17,28632.0
bolivia01_15,concentration2_cluster_9_group_none,300.0,243.0,112.05,88.07,87.06,50.0,63.81,6.06,163057369.93,1627398919.74,29017.0
argentina10_13,distributed,300.0,336.0,118.86,83.93,82.72,100.0,34.94,7.02,231763840.31,412545425.13,48917.0
argentina10_13,concentration2_cluster_9_group_none,300.0,336.0,115.08,83.04,82.29,71.43,34.4,12.28,126282134.64,514878839.22,47930.0
yamanashi_26,distributed,300.0,320.0,88.07,80.0,78.66,33.33,42.71,4.84,213621483.63,811731185.79,53717.0
yamanashi_26,concentration2_cluster_9_group_none,300.0,320.0,87.05,79.69,78.51,80.0,46.17,8.06,121347457.96,415464899.26,52773.0
philippines25_17,distributed,300.0,371.0,157.16,87.06,85.59,47.06,73.99,29.82,56892757.3,425374645.82,43468.0
philippines25_17,concentration2_cluster_9_group_none,300.0,371.0,155.86,87.06,85.43,52.38,70.09,36.84,34370213.36,377574646.25,42363.0
greece22_19,distributed,300.0,348.0,134.75,85.06,84.26,83.33,65.82,11.76,134563475.44,969603955.48,43518.0
greece22_19,concentration2_cluster_9_group_none,300.0,348.0,132.92,84.48,84.12,40.0,68.3,19.61,70126952.57,1025463348.39,41486.0
philippines22_13,distributed,300.0,329.0,87.67,79.64,78.11,100.0,25.51,1.39,475316094.19,556503541.13,64097.0
philippines22_13,concentration2_cluster_9_group_none,300.0,329.0,87.67,79.64,78.11,0.0,26.1,0.0,0.0,0.0,64440.0
italy16_8,distributed,300.0,214.0,111.71,90.19,89.06,88.89,86.22,34.62,75304533.82,411303974.91,18962.0
italy16_8,concentration2_cluster_9_group_none,300.0,214.0,116.35,91.12,89.67,85.71,79.43,26.92,100274736.49,518015292.13,19765.0
india13_15,distributed,300.0,243.0,98.64,85.6,85.08,66.67,50.16,8.11,177879053.46,1112770561.37,31837.0
india13_15,concentration2_cluster_9_group_none,300.0,243.0,98.64,85.6,85.08,100.0,54.17,13.51,73807498.14,571894175.48,30422.0
tokyo12_18,distributed,300.0,352.0,107.08,81.53,80.28,100.0,41.98,2.99,285548483.8,1107377443.59,59225.0
tokyo12_18,concentration2_cluster_9_group_none,300.0,352.0,107.08,81.53,80.28,33.33,42.47,4.48,197443921.83,2569241489.17,59005.0
tokyo03_22,distributed,300.0,237.0,100.57,86.92,85.66,40.0,32.52,14.71,57148762.06,566303996.11,28385.0
tokyo03_22,concentration2_cluster_9_group_none,300.0,237.0,100.24,86.92,85.59,0.0,29.84,11.76,66748436.9,0.0,28305.0
cuba02_24,concentration2_cluster_9_group_none,300.0,244.0,91.97,84.43,83.87,87.5,33.28,21.62,64548832.55,325948231.24,29975.0
cuba02_24,distributed,300.0,244.0,91.92,84.43,83.86,71.43,36.45,18.92,71792387.39,338637735.86,30429.0
indonesia63,distributed,300.0,340.0,103.38,81.18,80.36,40.0,40.91,7.69,70175367.84,615095185.54,56025.0
indonesia63,concentration2_cluster_9_group_none,300.0,340.0,102.82,80.88,80.32,66.67,41.16,4.62,131876950.65,507622153.41,56627.0
argeria01_19,distributed,300.0,235.0,120.23,89.79,88.75,88.89,66.08,32.14,91761186.46,371131221.49,20239.0
argeria01_19,concentration2_cluster_9_group_none,300.0,235.0,116.1,88.94,88.24,66.67,63.05,32.14,88521351.64,564428874.74,20476.0
myanmar03_5,distributed,300.0,240.0,67.92,80.0,79.22,83.33,27.49,12.5,101094335.19,320582901.58,39852.0
myanmar03_5,concentration2_cluster_9_group_none,300.0,240.0,68.22,80.0,79.3,55.56,28.39,18.75,65353203.39,304813017.53,37992.0
new-zealand20_1,distributed,300.0,330.0,141.88,86.97,85.91,66.67,78.81,25.53,138722856.87,669847162.18,36848.0
new-zealand20_1,concentration2_cluster_9_group_none,300.0,330.0,146.16,87.58,86.37,61.54,77.04,27.66,96510231.74,607296731.51,36340.0
austria13_18,distributed,300.0,188.0,61.01,82.98,81.22,85.71,50.07,19.44,108156994.18,308611322.97,28937.0
austria13_18,concentration2_cluster_9_group_none,300.0,188.0,60.78,84.04,80.89,77.78,50.91,25.0,68294516.43,292221943.78,28866.0
austria08_16,distributed,300.0,220.0,60.28,80.91,78.35,81.82,44.99,23.91,66589919.41,338002383.72,36401.0
austria08_16,concentration2_cluster_9_group_none,300.0,220.0,60.31,80.0,78.58,81.82,38.73,23.91,49780078.43,307857056.53,36929.0
china41_24,concentration2_cluster_9_group_none,300.0,241.0,116.74,90.04,87.6,71.43,48.48,22.58,101706504.69,499295636.37,24153.0
china41_24,distributed,300.0,241.0,115.82,90.46,87.35,80.0,62.3,32.26,71640943.3,364621510.21,23688.0
chile23_28,distributed,300.0,334.0,123.16,84.73,83.36,60.0,56.76,18.87,91008004.89,624049818.31,42826.0
chile23_28,concentration2_cluster_9_group_none,300.0,334.0,129.25,85.63,84.11,87.5,56.73,15.09,117405943.36,720249962.51,42699.0
canada33_5,distributed,300.0,237.0,98.26,86.92,85.19,42.86,52.61,18.42,174599974.49,1033228323.7,31714.0
canada33_5,concentration2_cluster_9_group_none,300.0,237.0,98.64,86.92,85.27,83.33,52.73,15.79,191259877.33,670628099.06,31292.0
ukraine11_25,distributed,300.0,249.0,67.71,80.32,78.34,76.92,59.14,24.07,85638673.83,363889441.58,41183.0
ukraine11_25,concentration2_cluster_9_group_none,300.0,249.0,69.9,81.12,78.78,78.57,54.54,25.93,72990647.1,351256154.14,40876.0
america03_22,distributed,300.0,334.0,89.16,79.04,78.29,69.23,57.03,18.57,80964475.4,471076771.23,56820.0
america03_22,concentration2_cluster_9_group_none,300.0,334.0,89.16,79.04,78.29,80.0,58.2,14.29,111270014.85,613756212.4,59559.0
peru19_15,distributed,300.0,331.0,134.44,86.4,84.9,80.0,59.78,19.23,74135613.56,482672484.88,42621.0
peru19_15,concentration2_cluster_9_group_none,300.0,331.0,135.96,86.71,85.06,71.43,57.35,26.92,59811291.32,401994583.88,40925.0
argeria07_11,distributed,300.0,182.0,80.81,89.56,85.97,75.0,92.73,41.38,49322922.17,167631198.15,20741.0
argeria07_11,concentration2_cluster_9_group_none,300.0,182.0,81.64,90.11,86.05,100.0,78.49,37.93,51591219.77,148499106.77,20394.0
indonesia79,concentration2_cluster_9_group_none,300.0,318.0,86.38,79.87,78.43,38.89,82.92,28.13,53034184.3,259783602.51,49564.0
indonesia79,distributed,300.0,318.0,84.89,79.56,78.16,46.67,86.19,23.44,66957604.75,265940707.26,51973.0
myanmar03_15,distributed,300.0,240.0,47.66,74.58,73.54,0.0,26.03,0.0,0.0,657097561.4,56385.0
myanmar03_15,concentration2_cluster_9_group_none,300.0,240.0,47.66,74.58,73.54,100.0,27.65,3.17,393224025.33,512989184.41,55591.0
chile39_21,distributed,300.0,375.0,192.79,91.2,88.54,55.88,96.68,66.67,46522224.03,292614800.1,29261.0
chile39_21,concentration2_cluster_9_group_none,300.0,375.0,199.41,92.0,89.04,72.97,95.12,72.55,34840528.59,169831537.12,26237.0
china10_26,distributed,300.0,242.0,122.32,90.91,88.26,100.0,78.64,38.71,52917209.22,400931260.18,21364.0
china10_26,concentration2_cluster_9_group_none,300.0,242.0,122.82,90.5,88.43,84.62,84.77,41.94,50929842.85,414236721.29,21474.0
chile03_3,distributed,300.0,319.0,111.42,83.39,82.6,57.14,46.21,13.73,170119367.03,663854724.82,42002.0
chile03_3,concentration2_cluster_9_group_none,300.0,319.0,113.46,83.7,82.88,66.67,42.5,17.65,128499713.36,485853870.3,41106.0
canada33_20,distributed,300.0,237.0,80.78,83.54,82.07,75.0,53.69,20.0,155845315.9,460563156.55,31400.0
canada33_20,concentration2_cluster_9_group_none,300.0,237.0,81.68,83.54,82.29,75.0,51.63,10.0,307457039.92,976873026.87,33702.0
nara01_7,distributed,300.0,319.0,89.04,79.31,79.11,0.0,32.65,1.61,235645415.44,0.0,55348.0
nara01_7,concentration2_cluster_9_group_none,300.0,319.0,89.04,79.31,79.11,0.0,32.93,0.0,0.0,0.0,55490.0
greece06_20,distributed,300.0,342.0,126.04,84.21,83.47,83.33,40.51,10.71,131983570.0,413043878.42,47603.0
greece06_20,concentration2_cluster_9_group_none,300.0,342.0,126.04,84.21,83.47,40.0,40.05,8.93,191413452.47,1200544992.67,47985.0
peru19,distributed,300.0,331.0,117.03,83.38,82.84,80.0,52.07,8.77,200981322.64,951530650.11,48994.0
peru19,concentration2_cluster_9_group_none,300.0,331.0,118.05,83.38,83.01,71.43,47.38,12.28,109638139.07,756526314.67,47450.0
iceland07_12,concentration2_cluster_9_group_none,300.0,244.0,82.07,83.2,81.89,54.55,79.81,25.58,100980684.1,767920499.67,33854.0
iceland07_12,distributed,300.0,244.0,83.8,84.02,82.11,63.64,78.17,25.58,104582751.12,676581968.15,33305.0
singapore20_9,distributed,300.0,208.0,74.81,83.65,83.12,75.0,43.12,12.12,161657361.34,371759290.17,27329.0
singapore20_9,concentration2_cluster_9_group_none,300.0,208.0,74.38,83.65,83.0,66.67,42.28,18.18,92875374.04,464301760.28,26904.0
chile21_14,concentration2_cluster_9_group_none,300.0,147.0,39.04,81.63,77.54,69.23,84.64,43.33,46251691.49,151042390.23,19484.0
chile21_14,distributed,300.0,147.0,42.79,82.99,79.05,69.23,88.57,43.33,48893599.34,151092091.19,19061.0
serbia04_5,distributed,300.0,251.0,65.43,79.28,77.75,57.14,60.12,12.73,126437117.69,613184043.73,46353.0
serbia04_5,concentration2_cluster_9_group_none,300.0,251.0,66.06,79.28,77.94,87.5,57.48,14.55,95265338.5,393550139.87,45521.0
india10_10,distributed,300.0,247.0,88.6,83.4,83.12,100.0,33.25,4.88,137180700.01,365189331.4,35526.0
india10_10,concentration2_cluster_9_group_none,300.0,247.0,88.6,83.4,83.12,50.0,35.7,4.88,127198658.66,821649097.09,35613.0
belgium04_9,distributed,300.0,326.0,113.37,84.05,82.35,50.0,31.06,7.02,144959298.65,738461542.97,49073.0
belgium04_9,concentration2_cluster_9_group_none,300.0,326.0,112.56,83.74,82.28,50.0,30.28,7.02,160960372.49,774207315.9,49643.0
venezuela02_28,distributed,300.0,295.0,206.99,95.59,93.82,83.33,68.1,54.55,52735512.43,718786805.53,13096.0
